name,ID,ALIGN,SEX,ALIVE,Universe
Anthony Ivo (New Earth),Secret Identity,Bad,Male,Living,DC
Anthony Rodriguez I (New Earth),Public Identity,Good,Male,Deceased,DC
Paul Kirk II (New Earth),Secret Identity,Good,Male,Deceased,DC
Thomas Thompkins I (New Earth),Public Identity,Good,Male,Deceased,DC
Graf Toren (New Earth),Secret Identity,Good,Male,Living,DC
Baby Wildebeest (New Earth),Public Identity,Good,Male,Deceased,DC
Jennifer Morgan (New Earth),Secret Identity,Good,Female,Living,DC
Troy Stewart (Pre-Zero Hour),Public Identity,Good,Male,Living,DC
Patrick MacGuire I (New Earth),Public Identity,Good,Male,Living,DC
Sebastian Faust (New Earth),Public Identity,Good,Male,Living,DC
Voz (New Earth),Secret Identity,Good,Male,Living,DC
Stanley Kitch (New Earth),Public Identity,Good,Male,Living,DC
Henry Heywood III (New Earth),Public Identity,Good,Male,Deceased,DC
Yera Allon (Pre-Zero Hour),Public Identity,Good,Female,Living,DC
Mongul I (New Earth),Public Identity,Bad,Male,Deceased,DC
Anton Arcane (New Earth),Public Identity,Bad,Male,Deceased,DC
Randu Singh (New Earth),Identity Unknown,Good,Male,Living,DC
Stel (New Earth),Public Identity,Good,Male,Living,DC
Judy Walton (New Earth),Public Identity,Good,Female,Living,DC
Nicholas Walton (New Earth),Public Identity,Good,Male,Living,DC
Johnny Peril (New Earth),Secret Identity,Good,Male,Living,DC
Shift (New Earth),Public Identity,Good,Male,Living,DC
Carol Bucklen (New Earth),Identity Unknown,Good,Female,Living,DC
Jared Stevens (New Earth),Public Identity,Good,Male,Deceased,DC
Satanus (New Earth),Secret Identity,Bad,Male,Living,DC
Danny the Street (New Earth),Public Identity,Good,Male,Living,DC
Alice Spencer (New Earth),Public Identity,Good,Female,Living,DC
Big Bear (New Earth),Public Identity,Good,Male,Deceased,DC
Merlyn (New Earth),Secret Identity,Bad,Male,Living,DC
Jennifer Pierce (New Earth),Secret Identity,Good,Female,Living,DC
Knockout (New Earth),Secret Identity,Bad,Female,Living,DC
Daniel Chase (New Earth),Secret Identity,Good,Male,Deceased,DC
Danton Black (New Earth),Secret Identity,Bad,Male,Living,DC
Kanjar Ro (New Earth),Public Identity,Bad,Male,Living,DC
Cody Driscoll (New Earth),Secret Identity,Good,Male,Living,DC
Helena Kosmatos (New Earth),Secret Identity,Good,Female,Living,DC
Kalista (New Earth),Public Identity,Good,Female,Deceased,DC
Beautiful Dreamer (New Earth),Secret Identity,Good,Female,Deceased,DC
Biff Bailey (New Earth),Public Identity,Good,Male,Living,DC
James Craddock (New Earth),Public Identity,Bad,Male,Deceased,DC
Franklin Delano Roosevelt (New Earth),Public Identity,Good,Male,Living,DC
Arkillo (New Earth),Public Identity,Bad,Male,Living,DC
Katherine Kane (New Earth),Secret Identity,Good,Female,Living,DC
Andrew Bennett (New Earth),Secret Identity,Good,Male,Living,DC
Machiste (New Earth),Public Identity,Good,Male,Living,DC
Mark Moonrider (New Earth),Secret Identity,Good,Male,Deceased,DC
Serifan (New Earth),Secret Identity,Good,Male,Deceased,DC
Copperhead (New Earth),Secret Identity,Bad,Male,Deceased,DC
Phillip Mason (New Earth),Public Identity,Good,Male,Living,DC
Joar Mahkent (New Earth),Secret Identity,Bad,Male,Deceased,DC
Koryak (New Earth),Public Identity,Good,Male,Deceased,DC
Lyrl Dox (New Earth),Public Identity,Bad,Male,Living,DC
Lonnie Machin (New Earth),Secret Identity,Good,Male,Living,DC
Sodam Yat (New Earth),Public Identity,Good,Male,Living,DC
Chester Williams (New Earth),Public Identity,Good,Male,Living,DC
Angela Roth (New Earth),Secret Identity,Good,Female,Deceased,DC
Christopher King (New Earth),Secret Identity,Good,Male,Living,DC
Mad Harriet (New Earth),Secret Identity,Bad,Female,Deceased,DC
Vykin the Black (New Earth),Secret Identity,Good,Male,Deceased,DC
Donald Hall (New Earth),Secret Identity,Good,Male,Deceased,DC
"Henry King, Sr. (New Earth)",Public Identity,Bad,Male,Deceased,DC
Scar (New Earth),Secret Identity,Bad,Female,Deceased,DC
Lor-Zod (New Earth),Secret Identity,Good,Male,Living,DC
Blaze (New Earth),Secret Identity,Bad,Female,Living,DC
Otto von Furth (New Earth),Secret Identity,Bad,Male,Deceased,DC
Bernadeth (New Earth),Secret Identity,Bad,Female,Living,DC
Jay Abrams (New Earth),Secret Identity,Good,Male,Living,DC
Mortimer Jibbet (New Earth),Secret Identity,Good,Male,Living,DC
Iolande (New Earth),Public Identity,Good,Female,Living,DC
Linda Strauss (New Earth),Secret Identity,Good,Female,Deceased,DC
Jonathan Gabrielli II (New Earth),Secret Identity,Good,Male,Living,DC
Mona Bennett (New Earth),Identity Unknown,Good,Female,Living,DC
Hugo Strange (New Earth),Public Identity,Bad,Male,Living,DC
Joseph Jones (New Earth),Secret Identity,Good,Male,Deceased,DC
Matthew Ryder (New Earth),Secret Identity,Good,Male,Deceased,DC
Keith Kenyon (New Earth),Public Identity,Bad,Male,Living,DC
Neptune Perkins (New Earth),Public Identity,Good,Male,Deceased,DC
Irene Miller (New Earth),Public Identity,Good,Female,Living,DC
Amelia Hunkel (New Earth),Secret Identity,Good,Female,Living,DC
Crystal Brown (New Earth),Public Identity,Good,Female,Living,DC
Mary Elizabeth Kane (New Earth),Secret Identity,Good,Female,Living,DC
Mark Scheffer (New Earth),Secret Identity,Bad,Male,Living,DC
Joseph Chilton (New Earth),Public Identity,Bad,Male,Deceased,DC
Siobhan McDougal (New Earth),Secret Identity,Bad,Female,Living,DC
Miya Shimada (New Earth),Secret Identity,Good,Female,Living,DC
Alec Holland (New Earth),Public Identity,Good,Male,Living,DC
Stompa (New Earth),Public Identity,Bad,Female,Living,DC
Bito Wladon (New Earth),Secret Identity,Bad,Male,Living,DC
Duncan Pramble (New Earth),Secret Identity,Bad,Male,Living,DC
Hooty the Owl (New Earth),Identity Unknown,Good,Male,Living,DC
Ion (New Earth),Secret Identity,Good,Unknown,Deceased,DC
Ryan Choi (New Earth),Public Identity,Good,Male,Living,DC
Hunter Zolomon (New Earth),Secret Identity,Bad,Male,Living,DC
Wendy Jones (New Earth),Public Identity,Good,Female,Deceased,DC
Doc (New Earth),Public Identity,Good,Male,Living,DC
Arani Desai (New Earth),Secret Identity,Good,Female,Deceased,DC
Richard Drakunovski (New Earth),Public Identity,Good,Male,Living,DC
Calvin Carson (New Earth),Public Identity,Good,Male,Living,DC
Gregory Sanders (New Earth),Secret Identity,Good,Male,Living,DC
Mist I (New Earth),Secret Identity,Bad,Male,Deceased,DC
Rodney Gaynor (New Earth),Secret Identity,Good,Male,Deceased,DC
Elaine Marsh-Morton (New Earth),Secret Identity,Bad,Female,Living,DC
Sean Noonan (New Earth),Public Identity,Good,Male,Deceased,DC
John Grayson (New Earth),Public Identity,Good,Male,Deceased,DC
Morgan Edge (New Earth),Public Identity,Bad,Male,Living,DC
Rhosyn Forrest (New Earth),Secret Identity,Good,Female,Living,DC
"William Everett, Sr. (New Earth)",Public Identity,Good,Male,Deceased,DC
Selinda Flinders (New Earth),Secret Identity,Bad,Female,Living,DC
Victoria Grant (New Earth),Identity Unknown,Good,Female,Living,DC
Gavyn (New Earth),Secret Identity,Good,Male,Living,DC
Karshon (New Earth),Identity Unknown,Bad,Male,Living,DC
Jon Valor (New Earth),Secret Identity,Good,Male,Deceased,DC
Zilius Zox (New Earth),Public Identity,Bad,Male,Deceased,DC
Zachary Zatara (New Earth),Public Identity,Good,Male,Living,DC
Alura In-Ze (New Earth),Public Identity,Good,Female,Deceased,DC
Iris West II (New Earth),Secret Identity,Good,Female,Living,DC
Borb Borbb (New Earth),Public Identity,Good,Male,Living,DC
Edward Indelicato (New Earth),Identity Unknown,Good,Male,Living,DC
Xiang Po (New Earth),Secret Identity,Good,Female,Deceased,DC
Sandra Knight (New Earth),Secret Identity,Good,Female,Living,DC
Elizabeth Chapel (New Earth),Secret Identity,Good,Female,Deceased,DC
Harry Matthews (New Earth),Public Identity,Good,Male,Living,DC
Louis Kiyahani (New Earth),Public Identity,Good,Male,Living,DC
Dru-Zod II (New Earth),Public Identity,Bad,Male,Living,DC
Jock Kellogg (New Earth),Secret Identity,Good,Male,Deceased,DC
Paco Testas (New Earth),Public Identity,Good,Male,Living,DC
Mitchell Shelley (New Earth),Public Identity,Good,Male,Living,DC
"Roy Raymond, Jr. (New Earth)",Secret Identity,Good,Male,Living,DC
Audrey Spears (New Earth),Secret Identity,Good,Female,Living,DC
Nathaniel Kane (New Earth),Public Identity,Good,Male,Living,DC
Harold Allnut (New Earth),Public Identity,Good,Male,Deceased,DC
William Henderson (New Earth),Public Identity,Good,Male,Living,DC
Helga Jace (New Earth),Secret Identity,Bad,Female,Deceased,DC
Edward Raymond (New Earth),Secret Identity,Good,Male,Living,DC
Traya Sutton (New Earth),Public Identity,Good,Female,Living,DC
Rac Shade (New Earth),Secret Identity,Good,Male,Living,DC
Glorious Godfrey (New Earth),Secret Identity,Bad,Male,Living,DC
Laura De Mille (New Earth),Secret Identity,Bad,Female,Deceased,DC
June Robbins (New Earth),Secret Identity,Good,Female,Living,DC
Janu (New Earth),Public Identity,Good,Male,Living,DC
Myra Mason (New Earth),Public Identity,Good,Female,Deceased,DC
Sayd (New Earth),Public Identity,Good,Female,Living,DC
Catalina Flores (New Earth),Secret Identity,Good,Female,Deceased,DC
Manitou Raven (New Earth),Secret Identity,Good,Male,Deceased,DC
Josephine MacDonald (New Earth),Public Identity,Good,Female,Living,DC
Ariana Dzerchenko (New Earth),Public Identity,Good,Female,Living,DC
Lazarus Lane (New Earth),Secret Identity,Good,Male,Deceased,DC
Patrick MacGuire II (New Earth),Secret Identity,Good,Male,Living,DC
Strong Bow (New Earth),Public Identity,Good,Male,Deceased,DC
Arthur Pendragon (New Earth),Public Identity,Good,Male,Living,DC
Brenda Del Vecchio (New Earth),Public Identity,Good,Female,Living,DC
Jai West (New Earth),Public Identity,Good,Male,Living,DC
Jessica Midnight (New Earth),Public Identity,Good,Female,Living,DC
Anthony Woodward (New Earth),Secret Identity,Bad,Male,Living,DC
Thaddeus Ryerstad (New Earth),Identity Unknown,Bad,Male,Living,DC
Mongul II (New Earth),Public Identity,Bad,Male,Living,DC
Donna Carol Force (New Earth),Public Identity,Good,Female,Living,DC
Maurice Douglas (New Earth),Public Identity,Good,Male,Deceased,DC
Eric Strauss (New Earth),Secret Identity,Good,Male,Living,DC
Alexander Sartorius (New Earth),Public Identity,Bad,Male,Living,DC
Mariah Romanova (New Earth),Public Identity,Good,Female,Living,DC
Christopher Chance (New Earth),Public Identity,Good,Male,Living,DC
Thomas Thompkins II (New Earth),Secret Identity,Good,Male,Living,DC
Eve Aries (Pre-Zero Hour),Public Identity,Bad,Female,Living,DC
Harold Shapiro (New Earth),Public Identity,Good,Male,Living,DC
Skallox (New Earth),Public Identity,Bad,Male,Living,DC
Ursa (New Earth),Public Identity,Bad,Female,Living,DC
Amon Tomaz (New Earth),Secret Identity,Bad,Male,Living,DC
Dudley Soames (New Earth),Public Identity,Bad,Male,Deceased,DC
Preston Lindsay (New Earth),Public Identity,Good,Male,Living,DC
William Everett III (New Earth),Secret Identity,Good,Male,Deceased,DC
Frieda Goren (Dakotaverse),Public Identity,Good,Female,Living,DC
Richard Craemer (New Earth),Public Identity,Good,Male,Living,DC
Artemis Crock (New Earth),Secret Identity,Bad,Female,Living,DC
Menalippe (New Earth),Public Identity,Good,Female,Deceased,DC
Shilo Norman (New Earth),Public Identity,Good,Male,Living,DC
John Dee (New Earth),Secret Identity,Bad,Male,Living,DC
Tegra Kalmaku (New Earth),Public Identity,Good,Female,Living,DC
Robert Daley (New Earth),Secret Identity,Good,Male,Living,DC
Brainiac 8 (New Earth),Secret Identity,Good,Female,Deceased,DC
Amy Rohrbach (New Earth),Public Identity,Good,Female,Living,DC
Davroth Catto (New Earth),Public Identity,Good,Male,Living,DC
Zena Moonstruk (New Earth),Public Identity,Good,Female,Living,DC
Aleea Strange (New Earth),Public Identity,Good,Female,Living,DC
Anatoli Knyazev (New Earth),Public Identity,Bad,Male,Deceased,DC
James Cameron (New Earth),Public Identity,Good,Male,Living,DC
Sigrid Nansen (New Earth),Public Identity,Good,Female,Living,DC
Kole Weathers (New Earth),Secret Identity,Good,Female,Deceased,DC
Arthur Hall (New Earth),Public Identity,Good,Male,Living,DC
Robert Reed (New Earth),Secret Identity,Good,Male,Living,DC
James Jordan (New Earth),Identity Unknown,Good,Male,Living,DC
Cyril Sheldrake (New Earth),Secret Identity,Good,Male,Deceased,DC
Mister Mind (New Earth),Secret Identity,Bad,Male,Living,DC
Keith Everet (New Earth),Secret Identity,Good,Male,Living,DC
Thara Ak-Var (New Earth),Secret Identity,Good,Female,Deceased,DC
Isaiah Crockett (New Earth),Secret Identity,Good,Male,Living,DC
Lonocelu Ospho (New Earth),Public Identity,Good,Male,Living,DC
Jemm (New Earth),Public Identity,Good,Male,Living,DC
Elizabeth Tremayne (New Earth),Public Identity,Good,Female,Living,DC
Kathleen Sutton (New Earth),Public Identity,Good,Female,Living,DC
Walter Johnson II (New Earth),Secret Identity,Good,Male,Living,DC
Bat-Mite (New Earth),Secret Identity,Good,Male,Living,DC
Lawrence Crock (New Earth),Secret Identity,Bad,Male,Living,DC
Lance Gallant (Earth-X),Secret Identity,Good,Male,Living,DC
John Jones (New Earth),Public Identity,Good,Male,Living,DC
Joan Dale (New Earth),Secret Identity,Good,Female,Living,DC
Lawrence Belmont (New Earth),Public Identity,Good,Male,Living,DC
Munk (New Earth),Secret Identity,Good,Male,Living,DC
Non (New Earth),Public Identity,Bad,Male,Living,DC
Andrew Franklin (New Earth),Secret Identity,Good,Male,Living,DC
Charlotte Gage-Radcliffe (New Earth),Secret Identity,Good,Female,Living,DC
Stormy Knight (New Earth),Public Identity,Good,Female,Living,DC
Ramsey Robinson (New Earth),Secret Identity,Good,Male,Living,DC
Zor-El (New Earth),Public Identity,Good,Male,Deceased,DC
Bridget Clancy (New Earth),Identity Unknown,Good,Female,Living,DC
Merayn Dethalis (New Earth),Public Identity,Good,Female,Living,DC
Sarah Simms (New Earth),Public Identity,Good,Female,Living,DC
Maximillian Zeus (New Earth),Public Identity,Bad,Male,Living,DC
Joshua Morgan (New Earth),Identity Unknown,Good,Male,Living,DC
Tobias Whale (New Earth),Public Identity,Bad,Male,Living,DC
Glenda Mark (New Earth),Public Identity,Good,Female,Living,DC
Bruno Mannheim (New Earth),Public Identity,Bad,Male,Deceased,DC
Anthony Rodriguez II (New Earth),Secret Identity,Good,Male,Living,DC
Anthro (New Earth),Public Identity,Good,Male,Deceased,DC
Mordru (New Earth),Public Identity,Bad,Male,Living,DC
Mark Desmond (New Earth),Public Identity,Bad,Male,Deceased,DC
Larvox (New Earth),Public Identity,Good,Genderless,Living,DC
Thomas Ludlow Hallaway (New Earth),Secret Identity,Bad,Male,Deceased,DC
Jeannette (New Earth),Secret Identity,Bad,Female,Living,DC
Dex-Starr (New Earth),Public Identity,Bad,Male,Living,DC
Michael Lane (New Earth),Secret Identity,Good,Male,Living,DC
Arthur Joseph Curry (New Earth),Secret Identity,Good,Male,Living,DC
Frederick Chyre (New Earth),Public Identity,Good,Male,Living,DC
Beryl Hutchinson (New Earth),Secret Identity,Good,Female,Living,DC
Mickey Cannon (New Earth),Identity Unknown,Good,Male,Living,DC
Carla White (New Earth),Public Identity,Good,Female,Living,DC
Jeffrey Smith (New Earth),Public Identity,Good,Male,Living,DC
Delilah Tyler (New Earth),Secret Identity,Good,Female,Deceased,DC
Rhea Jones (New Earth),Secret Identity,Good,Female,Living,DC
Varix (New Earth),Public Identity,Good,Male,Deceased,DC
Gardner Grayle (New Earth),Secret Identity,Good,Male,Living,DC
Lady Chian (New Earth),Identity Unknown,Good,Female,Living,DC
Sebastian Blood VIII (New Earth),Secret Identity,Bad,Male,Deceased,DC
Laura Neilsen (New Earth),Public Identity,Good,Female,Deceased,DC
General Immortus (New Earth),Secret Identity,Bad,Male,Living,DC
Elsa Magnusson (New Earth),Identity Unknown,Good,Female,Living,DC
Mary James (New Earth),Public Identity,Good,Female,Deceased,DC
Frankenstein (New Earth),Public Identity,Good,Male,Living,DC
Prometheus (New Earth),Secret Identity,Bad,Male,Deceased,DC
Samuel Makoa (New Earth),Public Identity,Good,Male,Living,DC
Valerie Kameya (Dakotaverse),Secret Identity,Good,Female,Living,DC
Augustus Freeman (Dakotaverse),Secret Identity,Good,Male,Living,DC
Courtney Mason (New Earth),Public Identity,Good,Female,Deceased,DC
Sebastian Ives (New Earth),Public Identity,Good,Male,Living,DC
Bonnie Baxter (New Earth),Public Identity,Good,Female,Living,DC
Oswald Loomis (New Earth),Public Identity,Bad,Male,Living,DC
Jack Wheeler (New Earth),Secret Identity,Good,Male,Living,DC
Mikhail Arkadin (New Earth),Secret Identity,Good,Male,Living,DC
Natasha Ulyanov (New Earth),Identity Unknown,Bad,Female,Living,DC
Nimbus (New Earth),Secret Identity,Good,Male,Living,DC
Diane Meade (New Earth),Public Identity,Good,Female,Living,DC
Brian Kent (New Earth),Secret Identity,Good,Male,Deceased,DC
Hath-Set (New Earth),Secret Identity,Bad,Unknown,Deceased,DC
King Standish (New Earth),Secret Identity,Good,Male,Living,DC
Darla Aquista (New Earth),Secret Identity,Good,Female,Living,DC
Charlie the Owl (New Earth),Public Identity,Good,Male,Living,DC
Bloodwynd (New Earth),Public Identity,Good,Male,Living,DC
Lester Buchinsky (New Earth),Secret Identity,Bad,Male,Deceased,DC
Patricia Trayce (New Earth),Secret Identity,Good,Female,Living,DC
Jonathan Fox (New Earth),Secret Identity,Good,Male,Living,DC
Jewelee (New Earth),Secret Identity,Bad,Female,Living,DC
Isuma Yasunari (New Earth),Secret Identity,Good,Male,Deceased,DC
Ubu (New Earth),Public Identity,Bad,Male,Living,DC
Sensei (New Earth),Secret Identity,Bad,Male,Living,DC
Leroy Johnson (New Earth),Identity Unknown,Good,Male,Deceased,DC
Peter Merkel (New Earth),Secret Identity,Bad,Male,Deceased,DC
Rod Reilly (New Earth),Secret Identity,Good,Male,Deceased,DC
Wendy Kuttler (New Earth),Secret Identity,Good,Female,Living,DC
Aleksandr Creote (New Earth),Secret Identity,Good,Male,Living,DC
Joshua Saunders (New Earth),Identity Unknown,Good,Male,Deceased,DC
Albrecht Krieger (New Earth),Secret Identity,Bad,Male,Living,DC
Tawky Tawny (New Earth),Public Identity,Good,Male,Living,DC
Gerri Brauer (Dakotaverse),Secret Identity,Good,Female,Living,DC
Harry Chawney (Dakotaverse),Secret Identity,Good,Male,Living,DC
William MacIntyre (New Earth),Secret Identity,Good,Male,Deceased,DC
Aaron Helzinger (New Earth),Secret Identity,Bad,Male,Living,DC
Joseph Martin (New Earth),Secret Identity,Bad,Male,Living,DC
Liri Lee (New Earth),Secret Identity,Good,Female,Living,DC
Atlan (New Earth),Public Identity,Good,Male,Living,DC
Corky Baxter (New Earth),Public Identity,Good,Male,Deceased,DC
Deadline (New Earth),Secret Identity,Bad,Male,Living,DC
Takeo Yakata (New Earth),Secret Identity,Good,Male,Deceased,DC
Boris Ulyanov (New Earth),Identity Unknown,Bad,Male,Living,DC
Michelle Carter (New Earth),Secret Identity,Good,Female,Living,DC
